escalation_level,age,tenure_months,loyalty_status,segment,region,industry,channel,issue_category,issue_subtype,product_line,device_type,time_of_day_bucket,wait_time_seconds,previous_interactions_30d,resolution_time_minutes,agent_experience_years,first_contact_resolution,number_of_transfers,SLA_breaches_last_6m,lifetime_tickets,average_response_delay,sentiment_score,monthly_fee,subscription_value_str,churn_risk_band,priority_flag,behaviour_score_1,behaviour_score_2,behaviour_score_3,behaviour_score_4,behaviour_score_5,ops_telemetry_kpi_1,ops_telemetry_kpi_2,ops_telemetry_kpi_3,ops_telemetry_kpi_4,ops_telemetry_kpi_5,post_interaction_quality_score,risk_indicator,service_pressure_score,customer_engagement_score
No escalation,38.0,20,Platinum,Retail,London,Retail,Phone,Technical,Payment failed,Basic,Desktop,Morning,219,1,53,4.0,Yes,0,0,15,1.94,-0.344339336,38.23,881.31,Low,Yes,56.1,24.9,33.7,50.7,44.3,1.1803,0.268,0.3246,-0.461,0.0954,0.194312065,0.0,8.353104374313089,6.80499822202016
Minor escalation,43.0,54,Bronze,Enterprise,London,Education,Chat,Returns,Refund status,Premium,Web,Afternoon,68,1,81,2.9,Yes,0,0,5,1.67,0.428983571,49.35,623.69,High,No,23.8,42.1,48.3,54.2,21.0,-1.2239,-1.9732,-0.2095,1.4066,0.5304,1.998991811,7.919051995572112,7.284761895055025,5.440272891333146
Minor escalation,63.0,60,Bronze,Business,South East,Retail,Email,Technical,Locked account,Basic,Web,Afternoon,262,1,24,5.8,Yes,0,0,35,3.81,-1.362897573,28.51,352.46,Low,No,67.1,52.2,45.6,47.6,68.0,-0.1546,-0.3536,0.5529,0.2517,-0.1607,2.490544763,15.811691208842287,9.834201568277743,11.884525354713997
No escalation,40.0,26,Silver,Other,Midlands,Hospitality,Chat,Technical,Delayed delivery,Standard,Mobile,Morning,137,1,52,0.9,No,0,0,29,3.04,-0.296228662,82.9,,Low,Yes,41.9,42.1,61.0,49.8,34.3,0.3173,-0.2314,-0.1223,-0.2371,-0.5878,0.186812309,1.8606486779187623,5.33037229670984,5.993742969119305
No escalation,56.0,63,Bronze,Retail,Midlands,Finance,Phone,Other,Refund status,Standard,Desktop,Evening,258,0,52,2.5,Yes,0,2,19,2.27,-0.786071621,21.15,477.12,Medium,No,34.7,51.3,60.3,44.5,78.7,1.4819,-1.0122,1.2522,-0.5715,-1.8445,-0.696340562,2.550635045164222,14.218112846380093,2.435253576275239
Serious escalation,36.0,31,Silver,Other,Midlands,Healthcare,Phone,Returns,Slow internet,Basic,Web,Afternoon,175,2,14,1.5,Yes,3,1,40,3.6,-1.004525906,51.0,306.13,Medium,Yes,83.4,67.8,31.5,38.4,17.1,0.8369,-0.9293,1.8477,-1.1047,3.0216,6.279449342,34.91210430631439,18.078853911916884,18.262033003414025
Serious escalation,38.0,50,Bronze,Retail,London,Retail,Chat,Technical,Refund status,Standard,Call-Centre,Evening,226,0,46,0.0,Yes,0,0,3,2.28,-0.30421283,75.84,576.5,Medium,Yes,52.6,38.2,63.7,40.3,68.5,-1.5228,-1.7804,0.0622,-0.7398,-0.3044,5.972091945,38.35712806145948,16.514922594430978,7.9800512757081465
Minor escalation,35.0,56,Bronze,Enterprise,South East,Hospitality,Phone,Orders,Locked account,Basic,Mobile,Afternoon,290,0,16,3.5,Yes,0,0,14,2.02,1.041161516,40.62,416.08,Low,No,51.9,48.3,49.4,48.9,24.3,-1.9599,-0.2226,-0.7561,-0.5378,-0.7636,2.457194268,10.655049141288602,15.952254614628444,3.4907817977095412
Serious escalation,38.0,48,Bronze,Retail,South East,Healthcare,Chat,Account,Other,Basic,Call-Centre,Afternoon,294,1,30,2.8,No,0,3,16,2.24,,66.92,405.85,Low,Yes,43.9,44.8,52.2,48.6,29.0,0.1144,0.5149,1.2974,-0.8648,1.3851,5.20735673,35.609220490628694,19.637066005427375,
No escalation,42.0,6,Silver,Retail,Midlands,Retail,Phone,Billing,Invoice error,Standard,Desktop,Afternoon,68,0,65,0.5,Yes,0,4,17,3.41,0.696558951,37.97,445.07,Low,No,63.4,29.5,44.1,61.3,55.5,-0.9666,1.0083,-0.184,-1.2152,3.7256,-0.246721461,0.0,10.052471661875911,0.7701176098105151
No escalation,30.0,28,Bronze,Retail,Midlands,Finance,Email,Billing,Damaged item,Premium,Mobile,Evening,176,1,2,2.6,Yes,0,0,10,1.26,,54.24,124.51,Low,No,48.2,55.4,53.6,55.7,39.9,-0.9858,-0.1466,1.2893,-0.9075,-1.0863,0.02124002,0.0,11.490076137688066,
Minor escalation,46.0,4,Silver,Enterprise,London,Education,In-app,Billing,Wrong item,Standard,Call-Centre,Morning,126,0,34,4.9,Yes,0,0,23,1.57,1.602798082,18.37,404.39,Low,No,42.3,69.6,77.8,37.4,60.4,0.428,-0.8191,-0.345,-0.035,2.3526,2.899485554,9.05920896010867,6.176977391174396,3.5920857761162033
Minor escalation,39.0,26,Bronze,Other,London,Finance,Chat,Technical,Payment failed,Standard,Mobile,Morning,284,1,1,0.8,Yes,0,1,9,2.19,-0.880124137,89.32,414.53,Medium,No,42.0,30.8,46.9,65.3,60.0,0.3263,-0.6924,-0.9775,-1.3076,0.8101,2.253192192,15.899914471592805,11.620465829470982,8.097413722031481
Minor escalation,71.0,22,Silver,Retail,London,Finance,Email,Returns,Other,Basic,Desktop,Morning,128,2,52,2.5,No,0,0,33,3.93,-1.129957478,42.41,754.32,Low,No,38.6,43.5,47.3,54.0,83.5,0.7863,0.483,-1.55,-1.4203,0.7208,3.393514623,14.234734232428256,11.5804925578996,13.975678067239757
Minor escalation,38.0,41,Gold,Retail,Scotland,Hospitality,Phone,Account,Wrong item,Premium,Desktop,Afternoon,274,0,14,0.5,Yes,0,0,8,2.7,1.347690573,60.05,736.11,Medium,No,30.7,58.5,57.7,33.8,47.2,1.2493,0.0909,1.2466,0.3191,-1.6466,3.423786901,7.744980311332776,11.691409312928634,2.437592646279441
Serious escalation,43.0,53,Bronze,Student,South East,Retail,Chat,Technical,Locked account,Basic,Mobile,Evening,264,2,15,1.6,Yes,0,1,28,0.33,1.312323706,44.69,322.74,Low,No,30.6,30.7,28.8,43.1,54.0,0.6317,-0.2883,-0.2748,-1.1282,0.4431,6.036756732,45.21749404161305,16.430196434395366,8.879967586772256
No escalation,36.0,0,Silver,Retail,oSuth East,Finance,In-app,Technical,Locked account,Standard,Mobile,Night,262,1,72,4.3,Yes,0,0,13,3.24,-1.553517793,38.49,578.93,Medium,No,55.6,56.3,12.5,62.0,57.0,-0.6537,0.2672,-0.2311,-1.5401,-0.0578,1.223079799,0.0,7.41993693106494,4.4689630609797675
No escalation,47.0,23,Bronze,Student,Midlands,Finance,Phone,Returns,Password reset,Basic,Mobile,Night,24,1,18,7.9,Yes,0,0,30,2.51,-1.367607048,25.78,352.59,Low,No,68.1,49.0,58.5,43.0,69.3,-0.2867,-1.4817,-0.0362,-0.3339,-0.2182,0.556094378,0.5386656514407058,3.487380541701018,8.453885310505983
No escalation,39.0,39,Bronze,Retail,Midlands,Finance,Phone,Technical,Invoice error,Basic,Web,Night,308,2,27,4.0,Yes,0,1,39,4.04,-1.228709245,57.97,789.09,Low,No,60.9,18.6,54.7,69.4,35.3,1.4815,0.3086,-1.5726,-0.0936,0.2401,1.17537891,0.9355039707691019,11.186166466671589,10.482105821683696
Legal escalation,32.0,15,Platinum,Retail,Scotland,Education,In-app,Orders,Payment failed,Basic,Mobile,Morning,231,0,46,4.6,Yes,0,0,5,0.26,-1.474533143,68.15,513.6,Low,No,29.2,37.4,50.8,62.0,35.7,0.1891,-2.3428,0.2967,-1.0932,0.6946,9.054056101,54.98346149139919,16.121578497893232,10.765945493865953
No escalation,36.0,0,Bronze,Retail,North West,Hospitality,In-app,Technical,Damaged item,Standard,Mobile,Afternoon,137,1,22,6.8,Yes,0,1,16,3.2,-1.142609483,38.14,474.9,Low,No,72.9,67.4,98.8,27.0,62.3,-1.6392,-0.2057,-0.0694,-0.5154,-2.0455,0.733820234,0.0,7.539194431381393,4.870333503209648
Serious escalation,41.0,23,Bronze,Retail,South East,Healthcare,Email,Account,Outage,Standard,Web,Morning,0,3,87,3.4,Yes,1,1,10,2.53,-0.435444595,50.17,603.78,Low,No,42.9,13.1,44.4,40.8,42.3,0.4383,1.1859,-1.1552,-1.1284,0.2032,5.840385438,36.04238877058775,14.36079800726855,14.40638275006905
Serious escalation,30.0,68,Bronze,Retail,South East,Tech,Email,Technical,Refund status,Basic,Web,Afternoon,167,0,91,8.3,No,0,0,17,2.82,-0.850025532,65.61,"1,067.89",Low,No,29.1,41.7,60.0,36.6,45.9,-0.6043,-1.3017,0.4941,0.8488,0.1447,6.414071388,23.80622217209632,16.86301541822358,10.265230086029401
Minor escalation,56.0,55,Silver,Retail,South East,Tech,Phone,Technical,Delayed delivery,Basic,Web,Afternoon,90,1,87,0.0,Yes,1,0,15,0.98,1.200806056,20.74,340.12,Low,No,78.2,79.0,55.2,45.2,39.0,0.1302,-0.1434,1.1694,-0.0043,0.8098,2.979820351,18.492954628012736,9.296942271633936,3.3354424211031124
Serious escalation,48.0,28,Silver,Retail,South East,Healthcare,Chat,Billing,Password reset,Basic,Web,Morning,122,3,36,2.5,No,0,1,19,4.82,0.215406478,45.38,485.67,Low,Yes,24.9,43.0,62.3,81.0,61.1,0.1377,0.6293,-0.9716,-0.544,1.7749,6.382910212,34.47199994118349,14.914075183838674,12.33631953474101
No escalation,33.0,0,Silver,Retail,Wales,Hospitality,Email,Technical,Slow internet,Basic,Mobile,Evening,371,1,41,2.6,No,0,1,27,0.64,0.03258721,54.28,586.16,Low,No,17.5,49.4,51.7,37.4,35.2,-0.028,-1.7964,0.8044,0.7075,0.3594,-0.385128314,0.0,16.513308990750023,6.699834045670188
Minor escalation,38.0,26,Bronze,Retail,Midlands,Healthcare,Email,Returns,Outage,Standard,Mobile,Evening,68,1,54,0.0,No,3,1,33,0.5,0.827928042,15.48,776.05,Low,No,44.4,41.0,52.6,67.8,20.6,1.8459,-0.8532,1.8144,0.1403,-0.2133,3.390812353,18.44832164275143,9.033014158313875,4.527868804501854
No escalation,70.0,81,Bronze,Other,South East,Finance,Phone,Orders,Payment failed,Basic,Mobile,Afternoon,217,0,40,2.4,No,0,0,10,3.25,0.421558474,5.0,87.91,Medium,Yes,54.6,44.9,61.6,66.2,38.9,-0.3626,-0.7744,0.41,3.3229,1.3849,0.170021247,1.3185064499589856,8.303829201828266,1.633517594711043
No escalation,39.0,56,Bronze,Other,North West,Tech,Chat,Orders,Locked account,Basic,Mobile,Afternoon,124,1,31,2.8,No,1,0,12,0.97,1.013153015,35.6,982.74,Low,Yes,37.5,55.0,57.8,19.1,24.3,1.2384,0.126,-1.2085,-0.8526,0.4188,-0.194255576,0.0,6.394392478648747,4.320434479496005
No escalation,51.0,32,Bronze,Student,North West,Healthcare,In-app,Account,Password reset,Premium,Web,Evening,168,2,14,5.4,Yes,0,2,13,2.65,-0.18370787,53.79,599.88,Medium,No,74.4,65.5,50.7,40.0,61.1,-0.8136,0.2261,0.5465,0.8173,-0.0023,-0.188218159,0.5244359129023229,15.394779480079979,5.15821023789392
No escalation,44.0,23,Bronze,Retail,Midlands,Retail,In-app,Orders,Payment failed,Standard,Mobile,Morning,17,2,60,2.6,Yes,1,0,16,2.71,-0.344671778,37.72,502.14,High,No,48.2,64.1,77.6,61.2,54.4,-0.2569,-0.9983,1.2155,-0.2123,-2.2255,-0.03993435,1.2745346717568313,2.822235663300445,4.479161738241947
Minor escalation,28.0,6,Gold,Retail,Wales,Hospitality,Email,Technical,Locked account,Standard,Mobile,Afternoon,116,2,25,4.6,No,0,1,9,0.86,0.649145012,39.41,610.53,Medium,Yes,47.3,67.8,62.3,41.7,40.7,0.1585,-1.2233,1.1319,-0.3518,1.6401,2.993373846,6.067199317298086,8.807448361559535,3.277608355135549
Minor escalation,26.0,18,Platinum,Enterprise,Scotland,Tech,Email,Billing,Damaged item,Premium,Mobile,Evening,77,2,1,2.2,Yes,0,2,4,1.64,0.676912857,61.07,539.76,Low,No,74.0,58.8,62.4,57.4,29.4,0.0,-0.4841,-0.7279,-2.8819,-0.2958,3.784166355,12.14250891735322,6.532080203311887,3.877956903219044
No escalation,30.0,7,Platinum,Retail,Scotland,Finance,Email,Other,Invoice error,Premium,Mobile,Morning,113,1,54,6.3,Yes,3,0,27,0.89,0.399099116,75.64,661.65,Medium,No,48.1,54.7,28.2,56.7,31.3,1.6322,-0.4609,-0.9525,-0.1818,0.5169,0.673432519,0.0,8.76308226349747,2.9178664205630174
No escalation,46.0,80,Bronze,Retail,South East,Tech,Chat,Billing,Outage,Basic,Mobile,Evening,18,1,43,9.7,Yes,1,1,3,3.05,-2.047977698,25.47,269.74,Low,No,55.3,62.5,66.3,55.1,72.2,-0.5148,-0.4429,-0.0451,-0.9807,0.3069,0.531949691,0.0,5.184301115390153,3.97574839664426
Minor escalation,27.0,56,Bronze,Other,Scotland,Tech,Chat,Technical,Password reset,Premium,Desktop,Morning,184,0,45,2.9,Yes,1,0,16,2.97,-0.54541034,35.84,50,Low,No,59.6,39.0,59.1,58.4,29.8,-0.3145,-0.7152,-0.9594,-0.0095,0.5484,3.289046099,13.837223489627391,15.687525399984107,7.182153689175429
Minor escalation,32.0,52,Bronze,Retail,Wales,Retail,Phone,Returns,Outage,Basic,Mobile,Evening,267,1,1,5.4,Yes,2,1,4,2.46,-0.639188221,16.8,320.59,Low,Yes,54.2,30.5,67.0,37.7,34.4,-0.7625,1.1578,0.3956,-0.2906,2.6788,3.614682723,14.536840112814563,15.332342068449286,4.9514337512867534
Minor escalation,18.0,97,Silver,Retail,South East,Finance,Chat,Account,Wrong item,Basic,Mobile,Afternoon,84,0,55,4.3,No,2,0,10,2.01,-0.696521818,61.98,"1,063.41",Low,No,47.2,54.3,26.4,66.3,38.4,-0.6683,-0.7775,-0.4844,0.0198,0.9308,3.14530977,21.043979816674963,11.087028682652434,6.66742987346913
No escalation,29.0,8,Gold,Business,Midlands,Hospitality,Chat,Account,Other,Standard,Mobile,Evening,0,1,72,4.8,Yes,1,0,5,2.05,-0.27702761,38.94,821.92,Medium,No,46.6,51.9,48.0,35.1,32.2,0.0226,-0.8825,0.1327,0.4099,-1.2954,1.146408392,0.0,2.1832802667736684,2.3894518901167787
No escalation,37.0,32,Bronze,Retail,North West,Tech,Phone,Orders,Password reset,Basic,Mobile,Evening,60,2,32,1.7,Yes,1,0,7,3.56,-0.280125512,26.7,650.71,Low,No,75.4,51.3,59.6,54.7,62.1,-0.2533,0.4712,0.2766,1.9641,0.2654,0.467956726,2.669643381950209,1.9354781748775018,4.7611491780879875
Serious escalation,18.0,36,Silver,Retail,Midlands,Hospitality,Chat,Account,Delayed delivery,Basic,Mobile,Morning,234,0,88,4.5,Yes,0,0,42,1.31,-1.356141747,49.72,753.55,Low,No,57.0,62.8,57.2,51.3,52.3,0.2741,-0.9323,0.6209,-0.0851,1.1578,6.103003721,28.844557258334248,17.488528397441613,20.06431711924584
Serious escalation,56.0,27,Bronze,Retail,Scotland,Tech,Email,Orders,Delayed delivery,Standard,Desktop,Afternoon,188,0,40,1.8,Yes,0,0,20,1.31,0.688764849,23.31,266.11,Low,No,78.8,56.1,39.5,30.9,54.5,-0.0338,-0.8889,1.3819,-0.7211,-1.0654,5.462262198,22.372915675049157,13.157002448948889,7.168205148269192
Serious escalation,59.0,35,Gold,Retail,Wales,Education,Phone,Technical,Outage,Standard,Call-Centre,Night,24,3,80,0.7,Yes,0,0,18,2.49,,42.2,195.45,Low,No,8.4,47.6,29.2,49.8,69.2,-0.3068,0.7102,-0.1239,1.369,0.1592,5.878191363,34.09966196456341,11.169439014272687,
No escalation,29.0,52,Silver,Enterprise,South East,Healthcare,Phone,Returns,Invoice error,Basic,Mobile,Morning,116,0,37,3.0,Yes,0,0,6,2.49,0.229118267,50.67,591.68,Medium,No,51.5,56.8,57.7,38.0,76.8,0.1118,-0.1407,1.8364,-0.4135,0.0121,0.185077969,8.305189451078864,1.5959708740310807,1.1093076078928132
No escalation,19.0,38,Bronze,Business,Midlands,Finance,Phone,Billing,Password reset,Basic,Desktop,Afternoon,169,0,60,6.2,No,0,0,38,2.97,-0.127420413,45.27,397.01,Low,No,55.7,35.5,40.5,53.9,38.8,-1.8481,0.7575,-0.4684,-0.9875,0.7378,-0.386776011,7.4180481733904315,5.113829925648125,5.490265909903783
No escalation,37.0,41,Bronze,Retail,London,Healthcare,Email,Returns,Wrong item,Standard,Mobile,Evening,213,1,14,1.5,Yes,1,1,3,5.14,-0.318103141,43.35,327.45,Low,No,51.3,31.8,80.9,79.3,45.0,-0.2786,-0.1416,-0.1237,-1.094,-0.9755,-0.14729795,0.0,9.331698144251328,3.119024758055532
Serious escalation,56.0,41,Silver,Retail,North West,Finance,Phone,Technical,Locked account,Premium,Mobile,Morning,52,3,5,5.7,Yes,0,0,12,1.97,0.186552728,53.7,369.18,Low,No,38.2,63.5,74.6,57.6,46.3,-0.6438,-0.8259,-1.3406,-0.2026,0.2507,6.336092154,35.04317018654113,9.166554157850506,11.954049085666625
Legal escalation,45.0,73,Bronze,Enterprise,North West,Finance,Chat,Returns,Outage,Premium,Web,Evening,226,1,44,6.7,Yes,2,0,17,1.67,0.194805318,46.54,465.09,Low,No,65.9,73.9,37.6,42.1,43.7,-1.7238,0.6046,-0.505,0.0282,1.471,7.695668519,41.059440290557454,21.666676569875246,14.252970772370325
Minor escalation,40.0,38,Gold,Retail,Scotland,Finance,Phone,Billing,Payment failed,Standard,Mobile,Morning,99,4,47,2.9,Yes,0,0,24,1.14,0.326719534,65.83,61.39,Medium,No,58.5,59.7,39.0,47.1,37.3,-2.0321,-0.2923,1.8359,0.5262,-1.195,4.058809073,15.306364417510725,7.675800149100294,7.107235781509861
No escalation,48.0,66,Bronze,Retail,South East,Tech,Chat,Technical,Damaged item,Standard,Web,Morning,114,1,43,6.8,Yes,0,0,15,2.74,0.292724337,38.53,707.32,Low,No,55.4,35.6,62.4,60.0,16.7,0.0892,-0.111,1.3333,-1.6234,1.6284,0.932733877,1.0582604837132774,0.0,4.7426624628522465
Serious escalation,25.0,11,Bronze,Retail,South East,Tech,Email,Other,Slow internet,Basic,Call-Centre,Night,375,1,65,,No,0,0,20,2.4,-0.044470913,32.01,585.2,Medium,No,51.0,42.2,81.0,52.0,75.5,-1.3696,0.3669,-0.6226,1.0708,0.1338,7.023580427,33.12868923038367,17.820778064331883,10.515231310187886
No escalation,21.0,38,Platinum,Enterprise,Midlands,Healthcare,Phone,Account,Locked account,Basic,Call-Centre,Night,127,0,52,3.8,No,0,0,10,2.36,1.728541561,62.2,448.59,Medium,No,61.9,35.2,37.1,67.2,28.7,-0.7731,-1.3051,0.4085,-0.0692,0.6083,-0.433919385,0.0,2.5576274024435017,0.0
No escalation,21.0,21,Bronze,Student,South East,Healthcare,Phone,Returns,Invoice error,Standard,Web,Afternoon,304,2,46,1.0,No,1,0,6,1.21,0.558717647,44.02,222.56,Low,Yes,68.1,41.0,61.4,53.4,70.6,0.1895,0.6995,0.3702,0.3606,-0.2164,-0.48492143,0.0,10.596617549032803,1.5127653119691848
No escalation,35.0,60,Bronze,Retail,South East,Tech,Phone,Billing,Damaged item,Standard,Desktop,Evening,223,1,51,3.9,Yes,0,0,7,2.29,0.52462828,31.23,668.33,Low,No,48.5,31.8,43.7,47.8,61.0,-0.3391,-1.079,-0.0183,-0.4822,1.3668,0.283115214,1.6136157222394387,7.458298504149147,2.8939354222698195
No escalation,33.0,61,Bronze,Retail,London,Tech,In-app,Returns,Slow internet,Premium,Web,Evening,68,1,46,5.0,Yes,0,0,8,1.77,-1.573116225,31.72,292.14,High,Yes,61.1,35.0,44.7,63.8,68.0,-0.6647,0.5763,2.1186,1.5795,1.8927,1.172700498,0.0,4.00127984436047,4.70598900076933
Minor escalation,57.0,22,Gold,Student,North West,Education,Email,Orders,Slow internet,Basic,Desktop,Morning,95,1,43,5.6,Yes,1,1,6,1.21,0.633707742,11.91,183.79,High,No,34.6,50.0,54.5,59.2,67.2,-2.1352,-0.275,1.2611,-0.407,-1.3054,2.943041998,11.789455988376362,7.221445002350984,5.3934847364013025
No escalation,38.0,31,Bronze,Enterprise,Midlands,Education,Chat,Billing,Damaged item,Standard,Mobile,Evening,80,1,53,5.2,Yes,0,0,14,3.68,1.222560928,42.09,951.33,Low,Yes,67.6,59.5,77.2,47.1,31.8,-0.773,0.2,-0.1463,-0.9548,0.9582,-0.13003293,3.459019635927027,4.270609916535353,3.258880629623036
Serious escalation,58.0,16,Bronze,Other,South East,Tech,Phone,Billing,Outage,Premium,Desktop,Evening,113,0,51,2.9,Yes,0,0,9,4.2,0.027708244,42.99,604.87,Low,No,48.4,67.8,80.4,56.2,45.0,-0.5642,-0.7916,-1.6794,1.0918,-0.0364,6.507137939,32.808275616692434,8.131299826268414,9.013421861104073
No escalation,56.0,60,Bronze,Retail,London,Retail,Chat,Returns,Damaged item,Basic,Mobile,Afternoon,147,2,76,3.1,Yes,0,0,7,0.84,-1.679487372,55.17,687.61,Low,No,31.4,43.5,42.2,39.5,48.0,-1.2676,0.1101,0.033,-1.4469,-3.1694,-0.343619365,0.0,3.543547890418926,5.177470536813119
No escalation,43.0,17,Bronze,Business,London,Healthcare,Chat,Returns,Refund status,Premium,Desktop,Morning,99,3,52,1.9,Yes,1,1,17,2.72,-1.575366326,53.44,719.61,Low,No,41.7,53.2,59.4,48.3,73.4,-0.1411,-0.4916,2.0742,-1.8527,0.0413,0.607689183,0.0,8.905407679826041,6.544873489126633
No escalation,24.0,44,Bronze,Student,London,Finance,Phone,Returns,Wrong item,Premium,Mobile,Afternoon,304,1,41,7.0,Yes,1,0,7,3.2,-0.188459756,30.3,304.39,Low,No,63.3,51.5,73.9,60.5,36.4,1.7486,0.2597,0.3813,0.4014,0.9061,-0.18992731,0.0,11.568844978749802,0.0
Minor escalation,29.0,44,Bronze,Retail,Midlands,Retail,In-app,Orders,Slow internet,Standard,Mobile,Evening,266,1,29,4.9,Yes,1,0,6,3.63,-1.54483125,42.65,62.54,Low,No,19.7,42.0,36.7,60.3,56.3,2.4845,0.0837,0.3987,0.0508,-0.2336,2.746867376,14.713091442076893,13.360691911866898,7.43902947255846
Minor escalation,43.0,58,Bronze,Retail,Wales,Tech,Phone,Technical,Wrong item,Premium,Web,Evening,149,1,44,2.5,No,2,0,29,2.97,0.360341249,19.99,655.64,Low,No,60.8,57.4,32.8,53.5,56.5,-0.8912,-0.1125,-0.3924,0.3679,-0.9864,3.30548219,17.7638110961243,9.351392255502558,7.253893079697572
No escalation,32.0,20,Bronze,Retail,Wales,Education,Phone,Billing,Password reset,Standard,Call-Centre,Morning,271,0,20,0.1,Yes,1,0,23,2.22,-0.168190475,25.77,709.97,Low,No,40.0,51.3,24.0,43.4,55.7,-1.0061,-0.0522,-1.2053,-0.5908,-0.1531,0.035878335,3.2629941256137425,11.15825053995356,3.790773378151628
Minor escalation,43.0,33,Bronze,Retail,Scotland,Finance,Email,Technical,Invoice error,Basic,Mobile,Morning,166,1,49,4.0,No,0,0,30,2.44,,19.6,104.79,Low,No,71.8,33.8,50.5,86.1,54.9,1.0744,0.4064,-0.532,-0.1172,-0.3919,3.959028404,14.236167906268989,13.144612851885112,
Minor escalation,41.0,0,Bronze,Retail,Wales,Tech,Chat,Billing,Locked account,Standard,Web,Evening,45,2,19,2.4,Yes,0,0,11,2.82,-1.246051497,55.75,248.69,High,No,46.6,62.0,61.7,67.9,55.2,-0.742,0.957,-0.4419,0.0379,-0.0084,3.331117161,6.260340671431998,5.726897792802502,7.679310268097526
Serious escalation,27.0,86,Silver,Enterprise,Midlands,Finance,Phone,Billing,Delayedd elivery,Premium,Mobile,Evening,203,4,43,6.0,Yes,0,0,8,0.17,1.01663766,44.43,494.97,Low,No,53.9,16.7,46.2,31.3,45.3,1.9969,-1.0944,-1.0684,-1.1796,-0.1164,7.159824028,30.057738080687358,16.70620118141267,10.461578029886851
Minor escalation,41.0,51,Bronze,Business,Scotland,Retail,Email,Billing,Refund status,Standard,Call-Centre,Afternoon,253,3,62,4.1,No,1,0,20,3.13,0.950054773,5.0,920.44,Medium,No,45.5,35.5,37.9,51.3,24.7,1.5007,-0.8211,0.6496,0.6854,1.6047,2.754750556,16.08923030881926,12.080519191339185,7.851067731222076
No escalation,45.0,65,Silver,Enterprise,Midlands,Retail,Chat,Technical,Payment failed,Basic,Desktop,Afternoon,106,0,29,6.2,No,1,0,7,3.88,0.690540602,20.8,50,Low,No,45.3,70.3,37.5,46.7,15.9,1.4117,1.7898,-0.3061,0.3843,-1.2978,1.018859838,2.0411705361195724,10.68717065394733,0.18842715587611641
Minor escalation,31.0,77,Silver,Retail,Midlands,Retail,Email,Technical,Invoice error,Premium,Web,Evening,0,2,56,2.9,Yes,0,1,9,2.22,0.746257086,57.82,647.76,Medium,Yes,53.2,64.1,69.8,48.8,47.5,0.7774,-0.8148,1.2078,2.1427,-0.3965,2.519247321,21.263554448743644,8.663712915358385,5.751690452521207
Minor escalation,31.0,46,Bronze,Enterprise,London,Finance,Chat,Technical,Other,Standard,Mobile,Evening,67,2,68,4.9,No,1,0,6,2.62,0.079645729,12.87,382.42,Low,No,47.8,24.5,48.7,44.5,63.5,-0.8443,-0.4812,0.0988,-0.3463,0.6913,3.38250082,12.733914547581783,7.573350431455546,8.179327230019522
Serious escalation,18.0,46,Gold,Business,Scotland,Retail,Phone,Billing,Wrong item,Basic,Mobile,Evening,201,2,69,4.3,Yes,0,1,10,1.94,-0.188858364,31.18,438.01,Low,No,31.1,28.8,52.1,54.7,71.7,0.3214,0.3782,0.3296,-0.2496,0.2476,6.155019228,22.834141398587388,15.769764754533856,10.504555277774967
No escalation,31.0,52,Bronze,Enterprise,London,Finance,Phone,Account,Slow internet,Basic,Call-Centre,Morning,287,0,94,1.6,Yes,1,0,6,0.0,0.352389834,52.75,752.81,Low,No,57.0,43.2,52.5,65.7,66.7,1.5792,0.2263,-0.8766,-2.2592,-0.1176,-0.471253467,0.3926517490041693,9.737969932615792,1.5639971631091902
No escalation,39.0,81,Bronze,Retail,South East,Healthcare,Phone,Account,Slow internet,Standard,Call-Centre,Afternoon,80,2,25,1.2,No,0,0,20,0.08,-0.048856745,16.11,860.91,High,No,54.5,54.2,65.3,56.2,27.8,-0.4506,1.5324,0.5905,-0.9443,-0.5208,-0.405749868,0.0,2.7860775788698,6.41451291234889
Minor escalation,18.0,5,Gold,Retail,London,Healthcare,Email,Technical,Other,Standard,Web,Afternoon,367,0,44,2.9,No,0,0,9,1.65,0.914495392,53.78,247.33,Low,No,41.1,24.9,35.1,28.9,45.6,0.792,0.5909,0.4017,-0.5957,1.4232,3.194199762,21.17540728423671,14.464893954335404,0.7852666883900041
Minor escalation,51.0,0,Bronze,Retail,Wales,Education,Phone,Account,Payment failed,Basic,Web,Evening,152,0,1,1.9,No,1,0,8,0.42,-0.734618549,21.36,746.7,Low,No,48.7,38.4,51.5,30.2,67.0,0.5721,-0.2998,-0.0513,-0.5397,-0.2165,2.357938337,6.700150151145671,7.717369063518417,8.134610542380955
No escalation,18.0,39,Bronze,Retail,Wales,Finance,In-app,Account,Refund status,Standard,Mobile,Morning,173,3,84,2.5,Yes,2,0,29,2.01,-1.87544412,51.99,635.89,Low,No,64.1,33.2,48.2,44.1,57.6,-2.16,-0.8389,0.1132,-2.5038,-0.769,-0.189278411,6.3873174364266045,6.18951043408749,11.447113563409205
No escalation,32.0,27,Silver,Student,Midlands,Healthcare,Phone,Technical,Invoice error,Premium,Mobile,Afternoon,60,2,97,0.0,Yes,0,1,25,2.76,-1.166098344,12.81,376.42,Low,No,56.5,73.4,52.7,66.2,21.7,0.3665,-1.0674,0.0064,-0.4017,0.7722,-0.310483487,0.0,4.75726043859797,6.966506694828504
